Brand,Model,Variant,Usable_Battery_kWh,AC_Max_kW,DC_Max_kW,DC_Charging_Curve,DC_Curve_Is_Default,DC_Ports,AC_Ports
Volkswagen,ID.3,Pure (52 kWh usable),52.0,11.0,145.0,"[{""percentage"":0,""power"":145},{""percentage"":50,""power"":145},{""percentage"":80,""power"":72.5},{""percentage"":100,""power"":29}]",False,ccs,type2
Volkswagen,ID.3,1st (58 kWh usable),58.0,11.0,124.0,"[{""percentage"":0,""power"":124},{""percentage"":50,""power"":124},{""percentage"":80,""power"":62},{""percentage"":100,""power"":24.8}]",False,ccs,type2
Volkswagen,ID.3,58 kWh (58 kWh usable),58.0,11.0,130.0,"[{""percentage"":0,""power"":100},{""percentage"":15,""power"":130},{""percentage"":20,""power"":120},{""percentage"":70,""power"":50},{""percentage"":80,""power"":50},{""percentage"":100,""power"":20}]",False,ccs,type2
Volkswagen,ID.3,Pro (58 kWh usable),58.0,11.0,120.0,"[{""percentage"":0,""power"":110},{""percentage"":5,""power"":120},{""percentage"":35,""power"":120},{""percentage"":50,""power"":95},{""percentage"":75,""power"":60},{""percentage"":90,""power"":35},{""percentage"":100,""power"":20}]",False,ccs,type2
Volkswagen,ID.3,Pro Performance (58 kWh usable),58.0,11.0,124.0,"[{""percentage"":0,""power"":124},{""percentage"":50,""power"":124},{""percentage"":80,""power"":62},{""percentage"":100,""power"":24.8}]",False,ccs,type2
Volkswagen,ID.3,77 kWh (77 kWh usable),77.0,11.0,130.0,"[{""percentage"":0,""power"":125},{""percentage"":15,""power"":130},{""percentage"":20,""power"":120},{""percentage"":70,""power"":65},{""percentage"":80,""power"":65},{""percentage"":100,""power"":22}]",False,ccs,type2
Volkswagen,ID.3,Pro S (77 kWh usable),77.0,11.0,170.0,"[{""percentage"":0,""power"":161.5},{""percentage"":75,""power"":170},{""percentage"":100,""power"":11}]",True,ccs,type2
Volkswagen,ID.3,Pro S - 4 Seats (77 kWh usable),77.0,11.0,170.0,"[{""percentage"":0,""power"":170},{""percentage"":50,""power"":170},{""percentage"":80,""power"":102},{""percentage"":100,""power"":51}]",False,ccs,type2
Volkswagen,ID.3,Pro S - 5 Seats (77 kWh usable),77.0,11.0,175.0,"[{""percentage"":0,""power"":175},{""percentage"":50,""power"":175},{""percentage"":80,""power"":87.5},{""percentage"":100,""power"":35}]",False,ccs,type2
Volkswagen,ID.3,GTX (79 kWh usable),79.0,11.0,185.0,"[{""percentage"":0,""power"":185},{""percentage"":50,""power"":185},{""percentage"":80,""power"":111},{""percentage"":100,""power"":55.5}]",False,ccs,type2
Volkswagen,ID.3,GTX Performance (79 kWh usable),79.0,11.0,185.0,"[{""percentage"":0,""power"":185},{""percentage"":50,""power"":185},{""percentage"":80,""power"":111},{""percentage"":100,""power"":55.5}]",False,ccs,type2
Volkswagen,ID.3 Pure,Performance (45 kWh usable),45.0,11.0,45.0,"[{""percentage"":0,""power"":45},{""percentage"":50,""power"":45},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,ID.4,Pure (52 kWh usable),52.0,7.2,118.0,"[{""percentage"":0,""power"":112.1},{""percentage"":75,""power"":118},{""percentage"":100,""power"":7.2}]",True,ccs,type2
Volkswagen,ID.4,Pure Performance (52 kWh usable),52.0,7.2,118.0,"[{""percentage"":0,""power"":112.1},{""percentage"":75,""power"":118},{""percentage"":100,""power"":7.2}]",True,ccs,type2
Volkswagen,ID.4,1st (77 kWh usable),77.0,11.0,143.0,"[{""percentage"":0,""power"":143},{""percentage"":50,""power"":143},{""percentage"":80,""power"":85.8},{""percentage"":100,""power"":42.9}]",False,ccs,type2
Volkswagen,ID.4,GTX (77 kWh usable),77.0,11.0,135.0,"[{""percentage"":0,""power"":115},{""percentage"":15,""power"":135},{""percentage"":30,""power"":135},{""percentage"":70,""power"":70},{""percentage"":80,""power"":70},{""percentage"":100,""power"":25}]",False,ccs,type2
Volkswagen,ID.4,Pro 4MOTION (77 kWh usable),77.0,11.0,135.0,"[{""percentage"":0,""power"":115},{""percentage"":15,""power"":135},{""percentage"":30,""power"":135},{""percentage"":50,""power"":110},{""percentage"":70,""power"":70},{""percentage"":80,""power"":50},{""percentage"":100,""power"":25}]",False,ccs,type2
Volkswagen,ID.4,Pro Performance (77 kWh usable),77.0,11.0,143.0,"[{""percentage"":0,""power"":143},{""percentage"":50,""power"":143},{""percentage"":80,""power"":85.8},{""percentage"":100,""power"":42.9}]",False,ccs,type2
Volkswagen,ID.5,Pure (52 kWh usable),52.0,11.0,145.0,"[{""percentage"":0,""power"":145},{""percentage"":50,""power"":145},{""percentage"":80,""power"":72.5},{""percentage"":100,""power"":29}]",False,ccs,type2
Volkswagen,ID.5,GTX (77 kWh usable),77.0,11.0,135.0,"[{""percentage"":0,""power"":115},{""percentage"":15,""power"":135},{""percentage"":30,""power"":135},{""percentage"":70,""power"":70},{""percentage"":80,""power"":70},{""percentage"":100,""power"":25}]",False,ccs,type2
Volkswagen,ID.5,Pro (77 kWh usable),77.0,11.0,135.0,"[{""percentage"":0,""power"":115},{""percentage"":15,""power"":135},{""percentage"":30,""power"":135},{""percentage"":70,""power"":70},{""percentage"":80,""power"":70},{""percentage"":100,""power"":25}]",False,ccs,type2
Volkswagen,ID.5,Pro Performance (77 kWh usable),77.0,11.0,135.0,"[{""percentage"":0,""power"":115},{""percentage"":15,""power"":135},{""percentage"":30,""power"":135},{""percentage"":70,""power"":70},{""percentage"":80,""power"":70},{""percentage"":100,""power"":25}]",False,ccs,type2
Volkswagen,ID.7,Pro (77 kWh usable),77.0,11.0,175.0,"[{""percentage"":0,""power"":50},{""percentage"":1,""power"":74},{""percentage"":2,""power"":99},{""percentage"":3,""power"":123},{""percentage"":4,""power"":148},{""percentage"":5,""power"":172},{""percentage"":70,""power"":172},{""percentage"":80,""power"":63},{""percentage"":90,""power"":63},{""percentage"":100,""power"":38}]",False,ccs,type2
Volkswagen,ID.7,Tourer Pro (77 kWh usable),77.0,11.0,190.0,"[{""percentage"":0,""power"":190},{""percentage"":50,""power"":190},{""percentage"":80,""power"":95},{""percentage"":100,""power"":38}]",False,ccs,type2
Volkswagen,ID.7,GTX (86 kWh usable),86.0,11.0,200.0,"[{""percentage"":0,""power"":200},{""percentage"":50,""power"":200},{""percentage"":80,""power"":120},{""percentage"":100,""power"":60}]",False,ccs,type2
Volkswagen,ID.7,Pro S (86 kWh usable),86.0,11.0,200.0,"[{""percentage"":0,""power"":190},{""percentage"":75,""power"":200},{""percentage"":100,""power"":11}]",True,ccs,type2
Volkswagen,ID.7,Tourer GTX (86 kWh usable),86.0,11.0,200.0,"[{""percentage"":0,""power"":200},{""percentage"":50,""power"":200},{""percentage"":80,""power"":120},{""percentage"":100,""power"":60}]",False,ccs,type2
Volkswagen,ID.7,Tourer Pro S (86 kWh usable),86.0,11.0,200.0,"[{""percentage"":0,""power"":200},{""percentage"":50,""power"":200},{""percentage"":80,""power"":120},{""percentage"":100,""power"":60}]",False,ccs,type2
Volkswagen,ID.Buzz,Pro (77 kWh usable),77.0,11.0,170.0,"[{""percentage"":0,""power"":150},{""percentage"":5,""power"":170},{""percentage"":35,""power"":170},{""percentage"":50,""power"":130},{""percentage"":75,""power"":85},{""percentage"":90,""power"":50},{""percentage"":100,""power"":25}]",False,ccs,type2
Volkswagen,buzz pro,77 kWh usable,77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,e-Golf,20.5 kWh usable,20.5,20.5,20.5,"[{""percentage"":0,""power"":20.5},{""percentage"":70,""power"":20.5},{""percentage"":80,""power"":14.35},{""percentage"":100,""power"":20.5}]",False,ccs,type2
Volkswagen,e-Golf,CCS (21.2 kWh usable),21.2,3.6,44.0,"[{""percentage"":0,""power"":40},{""percentage"":76,""power"":44},{""percentage"":81,""power"":25},{""percentage"":93,""power"":16},{""percentage"":100,""power"":8}]",False,ccs,type2
Volkswagen,e-Golf,31.5 kWh usable,31.5,7.2,40.0,"[{""percentage"":0,""power"":39},{""percentage"":60,""power"":40},{""percentage"":80,""power"":25},{""percentage"":100,""power"":6}]",False,ccs,type2
Volkswagen,e-Golf,CCS (31.5 kWh usable),31.5,7.2,40.0,"[{""percentage"":0,""power"":39},{""percentage"":60,""power"":40},{""percentage"":80,""power"":37},{""percentage"":100,""power"":10}]",False,ccs,type2
Volkswagen,e-Golf,32 kWh usable,32.0,32.0,32.0,"[{""percentage"":0,""power"":32},{""percentage"":50,""power"":32},{""percentage"":80,""power"":19.2},{""percentage"":100,""power"":32}]",False,ccs,type2
Volkswagen,e-Up!,16 kWh usable,16.0,16.0,37.0,"[{""percentage"":0,""power"":37},{""percentage"":70,""power"":37},{""percentage"":80,""power"":25.9},{""percentage"":100,""power"":16}]",False,ccs,type2
Volkswagen,e-Up!,32.3 kWh usable,32.3,7.2,32.3,"[{""percentage"":0,""power"":32.3},{""percentage"":50,""power"":32.3},{""percentage"":80,""power"":19.38},{""percentage"":100,""power"":7.2}]",False,ccs,type2
Volkswagen,e-up,CCS (16.5 kWh usable),16.5,3.6,44.0,"[{""percentage"":0,""power"":40},{""percentage"":76,""power"":44},{""percentage"":81,""power"":25},{""percentage"":93,""power"":16},{""percentage"":100,""power"":8}]",False,ccs,type2
Volkswagen,e-up,32.3 kWh usable,32.3,7.2,150.0,"[{""percentage"":0,""power"":150},{""percentage"":20,""power"":150},{""percentage"":40,""power"":120},{""percentage"":60,""power"":90},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Volkswagen,e-up,CCS (32.3 kWh usable),32.3,7.2,34.0,"[{""percentage"":0,""power"":32},{""percentage"":27,""power"":34},{""percentage"":80,""power"":14},{""percentage"":100,""power"":7}]",False,ccs,type2
Volkswagen,gtx,77 kWh usable,77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pro,58 kWh usable,58.0,11.0,58.0,"[{""percentage"":0,""power"":58},{""percentage"":50,""power"":58},{""percentage"":80,""power"":34.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pro,performance (58 kWh usable),58.0,11.0,58.0,"[{""percentage"":0,""power"":58},{""percentage"":50,""power"":58},{""percentage"":80,""power"":34.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pro,77 kWh usable,77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pro,performance (77 kWh usable),77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pro 4motion,77 kWh usable,77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pro s,77 kWh usable,77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pro s,86 kWh usable,86.0,11.0,86.0,"[{""percentage"":0,""power"":86},{""percentage"":30,""power"":86},{""percentage"":60,""power"":60.2},{""percentage"":80,""power"":34.4},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pro s-4 seats,77 kWh usable,77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pro s-5 seats,77 kWh usable,77.0,11.0,77.0,"[{""percentage"":0,""power"":77},{""percentage"":30,""power"":77},{""percentage"":60,""power"":53.9},{""percentage"":80,""power"":30.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pure,performance (45 kWh usable),45.0,11.0,45.0,"[{""percentage"":0,""power"":45},{""percentage"":50,""power"":45},{""percentage"":80,""power"":27},{""percentage"":100,""power"":11}]",False,ccs,type2
Volkswagen,pure,52 kWh usable,52.0,11.0,52.0,"[{""percentage"":0,""power"":52},{""percentage"":50,""power"":52},{""percentage"":80,""power"":31.2},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,C40,Recharge Single Motor (67 kWh usable),67.0,11.0,150.0,"[{""percentage"":0,""power"":142.5},{""percentage"":75,""power"":150},{""percentage"":100,""power"":11}]",True,ccs,type2
Volvo,C40,Recharge Single Motor ER (78 kWh usable),78.0,11.0,200.0,"[{""percentage"":0,""power"":190},{""percentage"":75,""power"":200},{""percentage"":100,""power"":11}]",True,ccs,type2
Volvo,C40,Recharge Twin Motor (78 kWh usable),78.0,11.0,200.0,"[{""percentage"":0,""power"":190},{""percentage"":75,""power"":200},{""percentage"":100,""power"":11}]",True,ccs,type2
Volvo,C40 Recharge Pure Electric,67 kWh usable,67.0,11.0,136.0,"[{""percentage"":0,""power"":136},{""percentage"":50,""power"":136},{""percentage"":80,""power"":81.6},{""percentage"":100,""power"":40.8}]",False,ccs,type2
Volvo,C40 Recharge Twin Pure Electric,75 kWh usable,75.0,11.0,149.0,"[{""percentage"":0,""power"":149},{""percentage"":20,""power"":149},{""percentage"":40,""power"":119},{""percentage"":60,""power"":89},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Volvo,EC40 Single Motor,67 kWh usable,67.0,11.0,180.0,"[{""percentage"":0,""power"":180},{""percentage"":50,""power"":180},{""percentage"":80,""power"":90},{""percentage"":100,""power"":36}]",False,ccs,type2
Volvo,EC40 Single Motor ER,79 kWh usable,79.0,11.0,205.0,"[{""percentage"":0,""power"":205},{""percentage"":50,""power"":205},{""percentage"":80,""power"":102.5},{""percentage"":100,""power"":41}]",False,ccs,type2
Volvo,EC40 Twin Motor,79 kWh usable,79.0,11.0,205.0,"[{""percentage"":0,""power"":205},{""percentage"":50,""power"":205},{""percentage"":80,""power"":102.5},{""percentage"":100,""power"":41}]",False,ccs,type2
Volvo,EC40 Twin Motor Performance,79 kWh usable,79.0,11.0,205.0,"[{""percentage"":0,""power"":205},{""percentage"":50,""power"":205},{""percentage"":80,""power"":102.5},{""percentage"":100,""power"":41}]",False,ccs,type2
Volvo,ES90 Single Motor,88 kWh usable,88.0,11.0,300.0,"[{""percentage"":0,""power"":300},{""percentage"":50,""power"":300},{""percentage"":80,""power"":150},{""percentage"":100,""power"":60}]",False,ccs,type2
Volvo,ES90 Twin Motor,102 kWh usable,102.0,11.0,350.0,"[{""percentage"":0,""power"":350},{""percentage"":50,""power"":350},{""percentage"":80,""power"":175},{""percentage"":100,""power"":70}]",False,ccs,type2
Volvo,ES90 Twin Motor Performance,102 kWh usable,102.0,11.0,350.0,"[{""percentage"":0,""power"":350},{""percentage"":50,""power"":350},{""percentage"":80,""power"":175},{""percentage"":100,""power"":70}]",False,ccs,type2
Volvo,EX30,Single Motor (49 kWh usable),49.0,11.0,148.0,"[{""percentage"":0,""power"":50},{""percentage"":10,""power"":60},{""percentage"":20,""power"":79},{""percentage"":30,""power"":98},{""percentage"":50,""power"":138},{""percentage"":60,""power"":148},{""percentage"":70,""power"":80},{""percentage"":80,""power"":71},{""percentage"":100,""power"":63}]",False,ccs,type2
Volvo,EX30,Single Motor ER (64 kWh usable),64.0,11.0,153.0,"[{""percentage"":0,""power"":127.3},{""percentage"":75,""power"":134},{""percentage"":100,""power"":11}]",True,ccs,type2
Volvo,EX30,Single Motor ER Ultra (64 kWh usable),64.0,22.0,153.0,"[{""percentage"":0,""power"":127.3},{""percentage"":75,""power"":134},{""percentage"":100,""power"":11}]",True,ccs,type2
Volvo,EX30 Cross Country,64 kWh usable,64.0,11.0,158.0,"[{""percentage"":0,""power"":158},{""percentage"":50,""power"":158},{""percentage"":80,""power"":94.8},{""percentage"":100,""power"":47.4}]",False,ccs,type2
Volvo,EX30 Twin Motor Performance,64 kWh usable,64.0,11.0,158.0,"[{""percentage"":0,""power"":158},{""percentage"":50,""power"":158},{""percentage"":80,""power"":94.8},{""percentage"":100,""power"":47.4}]",False,ccs,type2
Volvo,EX40 Single Motor,67 kWh usable,67.0,11.0,180.0,"[{""percentage"":0,""power"":180},{""percentage"":50,""power"":180},{""percentage"":80,""power"":90},{""percentage"":100,""power"":36}]",False,ccs,type2
Volvo,EX40 Single Motor ER,79 kWh usable,79.0,11.0,205.0,"[{""percentage"":0,""power"":205},{""percentage"":50,""power"":205},{""percentage"":80,""power"":102.5},{""percentage"":100,""power"":41}]",False,ccs,type2
Volvo,EX40 Twin Motor,79 kWh usable,79.0,11.0,205.0,"[{""percentage"":0,""power"":205},{""percentage"":50,""power"":205},{""percentage"":80,""power"":102.5},{""percentage"":100,""power"":41}]",False,ccs,type2
Volvo,EX40 Twin Motor Performance,79 kWh usable,79.0,11.0,205.0,"[{""percentage"":0,""power"":205},{""percentage"":50,""power"":205},{""percentage"":80,""power"":102.5},{""percentage"":100,""power"":41}]",False,ccs,type2
Volvo,EX90,Single Motor (101 kWh usable),101.0,11.0,250.0,"[{""percentage"":0,""power"":237.5},{""percentage"":75,""power"":250},{""percentage"":100,""power"":11}]",True,ccs,type2
Volvo,EX90 Twin Motor,107 kWh usable,107.0,11.0,250.0,"[{""percentage"":0,""power"":250},{""percentage"":50,""power"":250},{""percentage"":80,""power"":125},{""percentage"":100,""power"":50}]",False,ccs,type2
Volvo,EX90 Twin Motor Performance,107 kWh usable,107.0,11.0,250.0,"[{""percentage"":0,""power"":250},{""percentage"":50,""power"":250},{""percentage"":80,""power"":125},{""percentage"":100,""power"":50}]",False,ccs,type2
Volvo,XC40,P8 Recharge (78 kWh usable),78.0,11.0,148.0,"[{""percentage"":0,""power"":148},{""percentage"":35,""power"":147},{""percentage"":70,""power"":98},{""percentage"":85,""power"":59},{""percentage"":100,""power"":10}]",False,ccs,type2
Volvo,XC40 P8 AWD Recharge,75 kWh usable,75.0,11.0,149.0,"[{""percentage"":0,""power"":149},{""percentage"":20,""power"":149},{""percentage"":40,""power"":119},{""percentage"":60,""power"":89},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Volvo,XC40 Recharge Pure Electric,67 kWh usable,67.0,11.0,136.0,"[{""percentage"":0,""power"":136},{""percentage"":50,""power"":136},{""percentage"":80,""power"":81.6},{""percentage"":100,""power"":40.8}]",False,ccs,type2
Volvo,XC40 Recharge Single Motor,66 kWh usable,66.0,11.0,135.0,"[{""percentage"":0,""power"":135},{""percentage"":50,""power"":135},{""percentage"":80,""power"":67.5},{""percentage"":100,""power"":27}]",False,ccs,type2
Volvo,XC40 Recharge Single Motor ER,79 kWh usable,79.0,11.0,205.0,"[{""percentage"":0,""power"":205},{""percentage"":50,""power"":205},{""percentage"":80,""power"":102.5},{""percentage"":100,""power"":41}]",False,ccs,type2
Volvo,XC40 Recharge Twin Motor,79 kWh usable,79.0,11.0,205.0,"[{""percentage"":0,""power"":205},{""percentage"":50,""power"":205},{""percentage"":80,""power"":102.5},{""percentage"":100,""power"":41}]",False,ccs,type2
Volvo,XC40 Recharge Twin Pure Electric,75 kWh usable,75.0,11.0,149.0,"[{""percentage"":0,""power"":149},{""percentage"":20,""power"":149},{""percentage"":40,""power"":119},{""percentage"":60,""power"":89},{""percentage"":80,""power"":60},{""percentage"":100,""power"":11}]",True,ccs,type2
Volvo,p8 awd recharge,75 kWh usable,75.0,11.0,75.0,"[{""percentage"":0,""power"":75},{""percentage"":30,""power"":75},{""percentage"":60,""power"":52.5},{""percentage"":80,""power"":30},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,recharge pure electric,67 kWh usable,67.0,11.0,67.0,"[{""percentage"":0,""power"":67},{""percentage"":30,""power"":67},{""percentage"":60,""power"":46.9},{""percentage"":80,""power"":26.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,recharge single motor,66 kWh usable,66.0,11.0,66.0,"[{""percentage"":0,""power"":66},{""percentage"":30,""power"":66},{""percentage"":60,""power"":46.2},{""percentage"":80,""power"":26.4},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,recharge single motor er,79 kWh usable,79.0,11.0,79.0,"[{""percentage"":0,""power"":79},{""percentage"":30,""power"":79},{""percentage"":60,""power"":55.3},{""percentage"":80,""power"":31.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,recharge twin motor,79 kWh usable,79.0,11.0,79.0,"[{""percentage"":0,""power"":79},{""percentage"":30,""power"":79},{""percentage"":60,""power"":55.3},{""percentage"":80,""power"":31.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,recharge twin pure electric,75 kWh usable,75.0,11.0,75.0,"[{""percentage"":0,""power"":75},{""percentage"":30,""power"":75},{""percentage"":60,""power"":52.5},{""percentage"":80,""power"":30},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,single motor,49 kWh usable,49.0,11.0,49.0,"[{""percentage"":0,""power"":49},{""percentage"":50,""power"":49},{""percentage"":80,""power"":29.4},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,single motor er,64 kWh usable,64.0,11.0,64.0,"[{""percentage"":0,""power"":64},{""percentage"":30,""power"":64},{""percentage"":60,""power"":44.8},{""percentage"":80,""power"":25.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,twin motor,performance (64 kWh usable),64.0,11.0,64.0,"[{""percentage"":0,""power"":64},{""percentage"":30,""power"":64},{""percentage"":60,""power"":44.8},{""percentage"":80,""power"":25.6},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,twin motor,107 kWh usable,107.0,11.0,107.0,"[{""percentage"":0,""power"":107},{""percentage"":30,""power"":107},{""percentage"":60,""power"":74.9},{""percentage"":80,""power"":42.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Volvo,twin motor,performance (107 kWh usable),107.0,11.0,107.0,"[{""percentage"":0,""power"":107},{""percentage"":30,""power"":107},{""percentage"":60,""power"":74.9},{""percentage"":80,""power"":42.8},{""percentage"":100,""power"":11}]",False,ccs,type2
Voyah,106kwh,100 kWh usable,100.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":30,""power"":100},{""percentage"":60,""power"":70},{""percentage"":80,""power"":40},{""percentage"":100,""power"":11}]",False,ccs,type2
Voyah,Free,106 kWh Premium Standaard (100 kWh usable),100.0,11.0,100.0,"[{""percentage"":0,""power"":95},{""percentage"":75,""power"":100},{""percentage"":100,""power"":11}]",True,ccs,type2
Voyah,Free 106 kWh,100 kWh usable,100.0,11.0,100.0,"[{""percentage"":0,""power"":100},{""percentage"":50,""power"":100},{""percentage"":80,""power"":60},{""percentage"":100,""power"":30}]",False,ccs,type2
XPENG,G6 AWD Performance,87.5 kWh usable,87.5,11.0,280.0,"[{""percentage"":0,""power"":280},{""percentage"":50,""power"":280},{""percentage"":80,""power"":140},{""percentage"":100,""power"":56}]",False,ccs,type2
XPENG,G6 RWD Long Range,87.5 kWh usable,87.5,11.0,280.0,"[{""percentage"":0,""power"":280},{""percentage"":50,""power"":280},{""percentage"":80,""power"":140},{""percentage"":100,""power"":56}]",False,ccs,type2
XPENG,G6 RWD Standard Range,66 kWh usable,66.0,11.0,215.0,"[{""percentage"":0,""power"":215},{""percentage"":50,""power"":215},{""percentage"":80,""power"":107.5},{""percentage"":100,""power"":43}]",False,ccs,type2
XPENG,G9 AWD Performance,93.1 kWh usable,93.1,11.0,319.0,"[{""percentage"":0,""power"":319},{""percentage"":50,""power"":319},{""percentage"":80,""power"":191.4},{""percentage"":100,""power"":95.7}]",False,ccs,type2
XPENG,G9 RWD Long Range,93.1 kWh usable,93.1,11.0,319.0,"[{""percentage"":0,""power"":319},{""percentage"":50,""power"":319},{""percentage"":80,""power"":191.4},{""percentage"":100,""power"":95.7}]",False,ccs,type2
XPENG,G9 RWD Standard Range,75.8 kWh usable,75.8,11.0,260.0,"[{""percentage"":0,""power"":260},{""percentage"":50,""power"":260},{""percentage"":80,""power"":130},{""percentage"":100,""power"":52}]",False,ccs,type2
XPENG,P5,60 kWh usable,60.0,11.0,80.0,"[{""percentage"":0,""power"":76},{""percentage"":75,""power"":80},{""percentage"":100,""power"":11}]",True,ccs,type2
XPENG,P7 AWD Performance,82.7 kWh usable,82.7,11.0,182.0,"[{""percentage"":0,""power"":182},{""percentage"":50,""power"":182},{""percentage"":80,""power"":109.2},{""percentage"":100,""power"":54.6}]",False,ccs,type2
XPENG,P7 RWD Long Range,82.7 kWh usable,82.7,11.0,182.0,"[{""percentage"":0,""power"":182},{""percentage"":50,""power"":182},{""percentage"":80,""power"":109.2},{""percentage"":100,""power"":54.6}]",False,ccs,type2
XPENG,P7 Wing Edition,82.7 kWh usable,82.7,11.0,182.0,"[{""percentage"":0,""power"":182},{""percentage"":50,""power"":182},{""percentage"":80,""power"":109.2},{""percentage"":100,""power"":54.6}]",False,ccs,type2
XPENG,awd,performance (82.7 kWh usable),82.7,11.0,82.7,"[{""percentage"":0,""power"":82.7},{""percentage"":30,""power"":82.7},{""percentage"":60,""power"":57.89},{""percentage"":80,""power"":33.08},{""percentage"":100,""power"":11}]",False,ccs,type2
XPENG,rwd long range,82.7 kWh usable,82.7,11.0,82.7,"[{""percentage"":0,""power"":82.7},{""percentage"":30,""power"":82.7},{""percentage"":60,""power"":57.89},{""percentage"":80,""power"":33.08},{""percentage"":100,""power"":11}]",False,ccs,type2
XPENG,rwd standard range,75.8 kWh usable,75.8,11.0,75.8,"[{""percentage"":0,""power"":75.8},{""percentage"":40,""power"":75.8},{""percentage"":70,""power"":60.64},{""percentage"":90,""power"":30.32},{""percentage"":100,""power"":11}]",False,ccs,type2
XPENG,wing edition,82.7 kWh usable,82.7,11.0,82.7,"[{""percentage"":0,""power"":82.7},{""percentage"":30,""power"":82.7},{""percentage"":60,""power"":57.89},{""percentage"":80,""power"":33.08},{""percentage"":100,""power"":11}]",False,ccs,type2
Zeekr,001,Long Range RWD (94 kWh usable),94.0,22.0,200.0,"[{""percentage"":0,""power"":190},{""percentage"":50,""power"":200},{""percentage"":80,""power"":100},{""percentage"":100,""power"":40}]",True,ccs,type2
Zeekr,001,Performance AWD (94 kWh usable),94.0,22.0,200.0,"[{""percentage"":0,""power"":190},{""percentage"":50,""power"":200},{""percentage"":80,""power"":100},{""percentage"":100,""power"":40}]",True,ccs,type2
Zeekr,001,Privilege AWD (94 kWh usable),94.0,22.0,200.0,"[{""percentage"":0,""power"":190},{""percentage"":50,""power"":200},{""percentage"":80,""power"":100},{""percentage"":100,""power"":40}]",True,ccs,type2
Zeekr,7X Long Range RWD,94 kWh usable,94.0,11.0,360.0,"[{""percentage"":0,""power"":360},{""percentage"":50,""power"":360},{""percentage"":80,""power"":216},{""percentage"":100,""power"":108}]",False,ccs,type2
Zeekr,7X Performance AWD,94 kWh usable,94.0,11.0,360.0,"[{""percentage"":0,""power"":360},{""percentage"":50,""power"":360},{""percentage"":80,""power"":216},{""percentage"":100,""power"":108}]",False,ccs,type2
Zeekr,7X Premium RWD,71 kWh usable,71.0,11.0,360.0,"[{""percentage"":0,""power"":360},{""percentage"":50,""power"":360},{""percentage"":80,""power"":180},{""percentage"":100,""power"":72}]",False,ccs,type2
